Employee_ID,Age,Attrition,Business_Travel,Department,Distance_From_Home,Education,Environment_Satisfaction,Gender,Salary,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Number_of_Companies_Worked_previously,Overtime,Salary_Hike_in_percent,Total_working_years_experience,Work_life_balance,No_of_years_worked_at_current_company,No_of_years_in_current_role,Years_since_last_promotion
2368,21,No,Travel Rarely,Software Development,5,PhD,4,MALE,188928,1,3,Software Engineer,2,Single,3,Yes,90,15,4,2,6,7
3061,28,No,No Travel,Data Science,14,Below College,4,FEMALE,178525,1,5,IT,1,Married,5,No,41,20,1,3,4,6
2301,19,No,Travel Rarely,Network Administration,15,Graduation,1,MALE,178661,4,2,HR,4,Single,2,No,48,17,4,9,0,7
6173,51,No,Travel Rarely,Cyber Security,21,Master's,2,FEMALE,148560,1,8,Support,3,Divorced,7,No,75,10,3,8,1,8
4373,51,No,No Travel,Software Development,19,Degree,1,female,32947,5,8,HR,1,Divorced,9,Yes,91,2,1,4,4,3
6550,36,Yes,Travel Rarely,IT Services,39,Degree,2,FEMALE,38296,5,3,Director,5,Single,2,No,10,0,5,10,9,7
928,41,No,Travel Rarely,Network Administration,8,Degree,5,female,42338,1,4,Business Analyst,2,Divorced,7,No,68,8,2,2,6,5
4640,18,No,Travel Rarely,IT Services,19,Degree,2,MALE,136550,5,7,Business Analyst,1,Single,0,No,85,11,4,8,5,1
7820,52,Yes,Travel Rarely,Network Administration,20,Graduation,2,male,208689,5,4,Consultant,5,Married,0,No,95,9,2,8,4,4
4852,52,No,Travel Frequently,Data Science,36,Graduation,4,female,107988,1,8,Manager,3,Divorced,5,Yes,75,16,3,4,2,5
776,35,No,Travel Rarely,Data Science,16,Master's,3,female,44152,5,6,Support,3,Married,10,No,80,19,3,1,10,7
8926,32,Yes,Travel Rarely,IT Services,45,Below College,3,male,60469,5,3,IT,1,Married,9,No,28,6,2,2,7,0
5324,40,No,Travel Rarely,IT Services,18,Degree,5,female,159315,5,4,Business Analyst,,Married,4,No,66,20,3,5,1,5
7320,30,No,Travel Frequently,Software Development,26,Graduation,3,FEMALE,127637,4,3,Consultant,1,Single,2,No,26,4,3,10,3,0
5959,55,No,No Travel,Network Administration,18,Below College,1,MALE,143014,4,7,Technician,4,Single,6,No,1,17,3,9,9,1
4790,27,No,Travel Rarely,Data Science,44,Degree,3,MALE,156147,5,6,HR,3,Single,3,Yes,9,3,3,3,8,4
6151,46,No,Travel Rarely,Software Development,28,Degree,4,MALE,84601,3,8,Support,,Divorced,6,No,15,15,4,7,9,3
9781,28,Yes,Travel Rarely,Network Administration,35,Degree,4,male,46418,5,3,IT,2,Divorced,8,Yes,76,12,4,1,2,8
7563,46,No,Travel Rarely,Cyber Security,45,Master's,1,FEMALE,116764,5,7,IT,3,Single,5,No,26,6,3,9,4,2
6748,34,Yes,Travel Frequently,Network Administration,8,Graduation,1,FEMALE,131116,5,2,IT,2,Single,5,No,99,17,4,7,5,4
7703,32,No,Travel Frequently,Data Science,40,Graduation,1,MALE,166900,3,1,QA Analyst,4,Divorced,10,Yes,91,16,5,9,3,1
4176,54,Yes,Travel Rarely,Data Science,31,Master's,3,FEMALE,110905,4,5,Technician,3,Married,10,No,43,9,4,5,10,2
8508,47,No,Travel Rarely,Software Development,6,Degree,3,female,98773,2,6,Developer,1,Married,10,No,30,0,2,6,4,0
4659,61,No,Travel Rarely,Network Administration,10,Graduation,5,female,171937,2,3,Software Engineer,4,Divorced,8,No,2,18,5,9,4,4
9144,55,No,Travel Rarely,Cyber Security,39,PhD,5,FEMALE,165367,4,4,Developer,2,Single,0,Yes,16,5,3,5,3,5
8516,19,No,Travel Rarely,Network Administration,20,Master's,4,MALE,61733,5,5,Manager,3,Single,8,No,26,15,4,4,5,3
8365,22,No,Travel Frequently,Software Development,1,Below College,4,MALE,148843,3,8,Business Analyst,1,Married,3,No,91,20,2,9,2,0
8840,39,No,Travel Frequently,Network Administration,20,Degree,5,FEMALE,135179,5,8,HR,5,Divorced,5,Yes,34,6,3,2,3,1
8859,45,No,No Travel,IT Services,9,Master's,4,MALE,120880,4,4,Director,4,Divorced,5,Yes,91,0,2,6,6,1
3273,30,No,No Travel,Cyber Security,5,Master's,1,MALE,74480,4,7,QA Analyst,4,Single,9,No,68,4,2,4,4,3
6053,62,No,Travel Rarely,Cyber Security,21,Degree,3,female,93528,2,8,IT,3,Divorced,1,No,100,15,3,3,5,0
8932,36,No,No Travel,IT Services,29,Master's,2,MALE,86829,3,3,Director,3,Married,5,Yes,6,8,3,2,8,0
711,38,No,Travel Rarely,Software Development,20,Degree,3,FEMALE,76026,5,7,Business Analyst,5,Single,10,No,0,2,5,6,1,7
1065,27,No,Travel Rarely,Software Development,11,Master's,1,female,65264,1,5,Manager,5,Divorced,10,Yes,22,16,4,2,7,1
1688,24,No,Travel Frequently,IT Services,25,Master's,1,male,109121,5,5,Support,5,Married,8,No,40,14,4,8,7,3
974,30,No,Travel Rarely,Network Administration,10,Graduation,1,FEMALE,97280,5,3,Director,4,Single,6,Yes,65,19,2,0,3,4
9822,30,Yes,Travel Rarely,IT Services,13,Graduation,2,male,185838,2,6,QA Analyst,5,Single,4,No,24,13,2,2,1,6
560,26,No,Travel Rarely,Software Development,22,Master's,3,female,205003,3,8,Business Analyst,5,Divorced,5,No,71,9,3,8,4,2
3574,20,No,Travel Rarely,Cyber Security,20,Graduation,4,MALE,101045,1,4,HR,3,Single,5,Yes,20,0,3,8,2,0
6914,43,No,No Travel,Software Development,34,Degree,2,female,69503,4,6,Technician,1,Married,7,No,35,2,5,6,4,4
7736,31,Yes,Travel Rarely,Software Development,22,Graduation,1,MALE,176276,3,7,Business Analyst,,Married,9,No,87,9,4,5,5,4
1384,61,No,No Travel,IT Services,12,Degree,2,male,191749,2,8,Director,2,Married,0,Yes,63,18,5,6,6,7
4152,22,No,Travel Rarely,Network Administration,12,Degree,5,MALE,85493,1,1,Developer,2,Single,5,No,74,12,4,10,0,6
5236,55,Yes,Travel Rarely,Data Science,20,Master's,1,FEMALE,111328,2,3,Manager,2,Single,6,No,82,2,2,1,0,8
8497,62,Yes,Travel Rarely,Network Administration,12,Graduation,3,male,,1,1,QA Analyst,1,Single,7,No,72,1,1,8,5,5
2198,30,Yes,Travel Rarely,Network Administration,34,Graduation,1,female,38723,1,2,Business Analyst,2,Single,0,No,61,20,1,5,1,7
3695,30,No,No Travel,Network Administration,23,Master's,3,female,126248,5,7,Developer,3,Divorced,6,Yes,59,3,4,8,1,1
9453,32,Yes,Travel Rarely,Data Science,20,Master's,5,MALE,36312,2,4,Technician,3,Divorced,9,Yes,7,2,3,7,0,0
3043,22,No,Travel Frequently,Software Development,16,Master's,5,MALE,51395,3,7,Software Engineer,5,Married,7,No,51,13,1,6,3,3
6445,38,No,No Travel,Cyber Security,10,Master's,2,MALE,178009,5,5,HR,2,Married,7,Yes,34,2,4,9,1,6
102,52,No,Travel Rarely,Data Science,28,Master's,5,female,127222,5,7,Developer,2,Married,0,No,10,8,5,0,9,4
7632,34,No,Travel Rarely,Network Administration,46,Degree,5,male,71023,5,5,Support,2,Married,5,No,50,17,5,10,6,3
8589,40,No,No Travel,Network Administration,22,Degree,3,MALE,38757,4,1,Help Desk,1,Single,10,Yes,96,12,4,4,2,8
4695,46,Yes,Travel Frequently,IT Services,41,Degree,2,FEMALE,60662,3,1,Help Desk,1,Single,2,No,51,7,,2,2,5
122,39,No,Travel Rarely,Network Administration,33,Master's,2,MALE,60404,1,2,Support,1,Single,0,No,41,6,2,5,8,0
2628,34,No,Travel Rarely,IT Services,48,Graduation,2,MALE,,3,5,Technician,5,Single,1,No,72,11,1,6,7,7
3904,61,No,Travel Rarely,Data Science,31,Degree,4,FEMALE,120495,5,2,Developer,3,Divorced,5,Yes,93,13,4,4,9,2
2100,32,Yes,No Travel,Software Development,25,Degree,1,male,48279,2,4,Developer,2,Divorced,10,No,99,3,5,10,4,2
851,52,No,No Travel,Software Development,20,Degree,1,female,146995,1,1,Director,2,Single,0,No,79,17,3,6,7,0
6089,41,No,Travel Rarely,IT Services,30,Degree,4,FEMALE,44059,1,8,Director,5,Divorced,8,Yes,43,14,3,8,1,7
7450,41,No,Travel Frequently,Cyber Security,38,Below College,5,male,63419,5,6,Manager,4,Married,4,No,90,3,1,3,7,0
4605,56,No,No Travel,Network Administration,45,Below College,5,FEMALE,97465,2,7,IT,2,Divorced,6,No,15,6,2,5,7,3
3458,47,No,Travel Rarely,Software Development,40,Graduation,5,MALE,157201,1,4,QA Analyst,2,Divorced,9,No,76,14,1,8,5,1
4001,23,Yes,Travel Rarely,IT Services,30,Degree,2,FEMALE,59971,2,5,Business Analyst,2,Single,6,Yes,100,1,4,7,0,3
255,59,No,Travel Frequently,Network Administration,46,Graduation,5,MALE,163579,2,8,Technician,4,Married,4,No,31,0,5,7,0,0
487,41,No,Travel Rarely,IT Services,8,PhD,3,FEMALE,185929,5,4,Consultant,4,Married,8,No,43,18,2,7,6,8
6504,56,No,Travel Rarely,Network Administration,40,Degree,2,FEMALE,183584,4,1,Software Engineer,5,Divorced,10,No,84,16,2,0,8,6
6359,30,Yes,Travel Frequently,Data Science,22,PhD,3,female,155982,5,4,Software Engineer,1,Divorced,3,No,5,1,2,0,5,1
4145,59,Yes,Travel Rarely,Cyber Security,47,Master's,2,female,84042,1,2,Manager,5,Married,1,No,14,5,1,3,6,3
2139,40,No,Travel Frequently,Cyber Security,10,Graduation,1,FEMALE,33391,1,7,Director,5,Single,2,No,99,9,1,2,6,4
9872,35,No,Travel Rarely,Network Administration,4,Master's,4,male,140077,5,3,Support,2,Single,6,No,12,18,2,8,0,5
6749,32,No,Travel Rarely,Network Administration,32,Below College,1,FEMALE,108831,2,4,Help Desk,3,Single,7,No,16,7,3,1,7,1
9160,42,Yes,Travel Rarely,IT Services,6,Graduation,1,male,102535,1,8,Director,2,Married,0,No,32,20,2,5,4,3
5344,22,Yes,Travel Rarely,Software Development,26,Master's,3,female,,1,3,Manager,3,Married,9,No,75,11,2,9,7,6
7722,61,No,Travel Rarely,IT Services,21,PhD,5,male,,1,7,Developer,5,Single,2,Yes,68,18,5,1,2,7
2401,52,Yes,No Travel,Network Administration,17,Master's,1,MALE,178202,1,4,Help Desk,3,Married,8,Yes,5,11,4,8,5,7
2900,20,No,Travel Rarely,Software Development,21,Below College,4,MALE,107413,1,4,Technician,5,Divorced,8,Yes,38,10,1,9,7,7
7334,18,Yes,Travel Rarely,Network Administration,30,Degree,1,female,38120,2,4,Help Desk,2,Divorced,9,No,17,10,2,9,0,1
1502,54,No,Travel Rarely,Cyber Security,32,Graduation,4,FEMALE,115109,3,6,Support,2,Divorced,0,No,19,0,4,9,5,1
6867,43,No,Travel Rarely,Data Science,23,Degree,5,male,195584,4,1,Business Analyst,4,Married,0,No,58,11,1,0,1,2
2956,32,No,Travel Rarely,Cyber Security,11,Graduation,4,FEMALE,172320,3,4,Business Analyst,1,Married,4,No,25,11,4,3,1,2
4872,46,No,Travel Rarely,Network Administration,20,Degree,4,male,34703,2,6,Developer,3,Single,8,Yes,76,6,4,6,4,2
8886,45,No,Travel Rarely,Software Development,50,Master's,2,MALE,97087,3,1,QA Analyst,4,Married,6,No,99,6,4,9,6,2
3232,21,No,No Travel,IT Services,40,Master's,1,FEMALE,162318,4,2,Help Desk,1,Married,8,No,61,13,3,0,0,1
9004,44,No,Travel Rarely,Cyber Security,34,Degree,1,FEMALE,184864,2,1,Technician,2,Single,4,No,82,14,4,5,4,3
6519,62,No,No Travel,Data Science,9,Degree,3,female,111486,2,1,Business Analyst,5,Married,7,Yes,43,17,2,2,6,0
3173,42,No,Travel Rarely,Software Development,10,Below College,4,MALE,131050,2,1,Consultant,5,Married,4,No,73,3,4,5,10,2
6390,54,No,Travel Frequently,Network Administration,30,PhD,1,female,172385,1,1,Business Analyst,4,Single,5,Yes,96,8,3,3,2,4
7498,36,Yes,No Travel,Cyber Security,35,Graduation,4,FEMALE,163911,5,2,Manager,4,Married,3,Yes,10,5,2,7,9,7
2952,43,Yes,Travel Rarely,Network Administration,28,Graduation,2,female,198257,4,5,Director,1,Married,0,Yes,93,5,5,5,4,4
5349,21,No,Travel Frequently,Software Development,35,Graduation,4,FEMALE,180564,5,5,Business Analyst,1,Single,7,No,72,3,3,10,4,8
8331,36,No,Travel Rarely,Data Science,33,Graduation,5,female,173705,5,1,IT,1,Divorced,4,No,22,8,1,5,10,6
3839,27,No,Travel Rarely,Data Science,47,Degree,4,female,146979,3,7,Consultant,1,Divorced,0,Yes,57,17,1,6,1,6
490,50,No,No Travel,Data Science,9,Master's,3,FEMALE,150987,4,8,Director,3,Married,1,Yes,79,7,3,4,8,4
1765,31,No,Travel Frequently,Software Development,50,Master's,2,female,186762,4,5,Help Desk,3,Married,8,No,58,15,3,6,1,6
4429,32,No,Travel Rarely,IT Services,31,Graduation,4,male,199633,3,3,Software Engineer,2,Divorced,4,Yes,18,8,5,8,8,0
7279,41,No,Travel Rarely,Data Science,40,Degree,5,female,77677,2,4,HR,2,Married,10,Yes,11,16,5,1,9,2
909,23,Yes,Travel Frequently,Network Administration,11,Graduation,2,female,57419,5,5,Consultant,1,Single,9,No,36,2,2,10,1,4
5107,21,No,No Travel,Cyber Security,14,Graduation,5,MALE,98315,2,7,HR,3,Divorced,3,Yes,5,4,1,7,3,4
8646,42,Yes,Travel Rarely,Cyber Security,36,PhD,2,female,169798,3,7,Consultant,2,Married,6,Yes,43,6,4,3,0,1
2799,44,No,Travel Rarely,IT Services,10,Master's,3,FEMALE,212521,5,1,Business Analyst,,Divorced,9,Yes,3,13,2,4,7,3
7349,40,Yes,No Travel,IT Services,33,Graduation,2,male,121117,1,6,Consultant,2,Single,8,No,75,18,4,7,6,6
7458,43,Yes,Travel Rarely,Network Administration,36,Graduation,4,male,73658,5,1,Business Analyst,4,Divorced,10,No,36,18,3,10,5,4
8408,39,No,Travel Frequently,Data Science,3,Degree,5,FEMALE,64621,3,1,Business Analyst,4,Divorced,8,No,53,1,3,2,8,5
2304,52,No,Travel Rarely,IT Services,50,Graduation,5,female,176155,5,5,Director,2,Married,2,No,82,14,1,5,2,1
5789,33,Yes,No Travel,IT Services,28,Degree,2,FEMALE,190602,4,2,Technician,2,Single,2,Yes,39,14,5,7,5,7
4191,49,No,No Travel,Network Administration,2,Master's,1,FEMALE,79770,2,6,Consultant,3,Single,5,Yes,99,15,1,0,0,3
5559,30,No,No Travel,Cyber Security,11,Graduation,1,MALE,199002,4,3,Developer,3,Married,10,No,91,8,4,10,6,5
7783,63,No,No Travel,Data Science,20,Graduation,4,male,97167,1,2,Business Analyst,3,Married,6,No,6,7,4,2,2,7
1246,24,Yes,No Travel,Network Administration,37,Master's,1,FEMALE,62909,5,7,Technician,4,Divorced,5,No,74,7,3,8,0,2
2963,44,Yes,Travel Frequently,Network Administration,42,Graduation,2,MALE,163633,1,1,Director,2,Married,6,No,86,4,1,9,9,7
3417,24,No,Travel Frequently,Network Administration,4,Degree,4,male,171124,1,3,Support,4,Divorced,0,No,19,18,4,9,5,5
5824,29,Yes,Travel Rarely,Cyber Security,26,Master's,1,female,136354,5,4,Software Engineer,5,Divorced,3,No,84,6,3,2,5,8
454,63,No,Travel Frequently,IT Services,18,Degree,1,MALE,62470,3,7,Developer,5,Single,6,No,3,11,3,7,1,6
4597,27,No,Travel Rarely,Cyber Security,16,Below College,4,female,,1,6,Software Engineer,4,Single,3,No,20,12,4,10,10,5
5267,53,No,Travel Rarely,Cyber Security,40,Graduation,2,male,78474,2,6,Software Engineer,2,Married,3,Yes,62,3,3,1,8,0
5792,37,Yes,Travel Rarely,Software Development,37,Degree,4,MALE,175553,1,4,Support,1,Married,1,No,38,7,5,3,2,0
2610,42,No,No Travel,IT Services,5,Graduation,4,female,84274,3,3,HR,4,Married,2,No,33,2,2,6,5,5
5724,19,No,Travel Rarely,Network Administration,27,Graduation,1,FEMALE,90845,3,8,Developer,1,Single,7,No,55,13,1,4,10,3
7207,61,Yes,Travel Rarely,IT Services,47,Below College,2,male,161248,1,1,Business Analyst,2,Divorced,2,No,23,20,1,4,8,1
957,43,Yes,Travel Rarely,IT Services,50,Degree,2,MALE,41070,2,5,Developer,4,Married,4,No,27,6,1,10,0,6
7771,52,No,No Travel,IT Services,21,PhD,3,male,141967,5,1,Technician,1,Single,2,No,59,17,5,0,7,5
5333,39,No,Travel Rarely,Data Science,4,Master's,2,FEMALE,102631,4,3,Consultant,4,Married,10,No,88,15,5,6,6,3
8030,50,No,Travel Rarely,Network Administration,3,Graduation,1,female,50103,5,8,Technician,1,Divorced,6,No,12,16,1,10,0,8
8149,22,Yes,Travel Frequently,Cyber Security,32,Master's,4,FEMALE,161215,3,3,QA Analyst,2,Divorced,3,No,48,6,5,6,0,1
3444,47,No,Travel Rarely,Software Development,17,Graduation,1,female,84103,2,3,Director,1,Married,0,No,20,0,3,1,1,0
3027,26,No,Travel Rarely,Software Development,1,Graduation,2,FEMALE,70021,5,1,Help Desk,2,Single,2,Yes,43,6,5,1,10,2
8704,57,Yes,Travel Rarely,IT Services,15,Master's,1,MALE,184037,1,7,Help Desk,1,Divorced,0,Yes,70,11,1,7,4,5
2994,26,No,Travel Frequently,Network Administration,3,Degree,3,MALE,158744,2,7,Business Analyst,5,Single,0,No,96,1,4,7,0,7
9279,30,No,Travel Frequently,Data Science,8,Master's,3,FEMALE,113193,4,6,Software Engineer,4,Divorced,3,No,44,3,4,7,8,1
7310,40,Yes,Travel Rarely,Data Science,25,Graduation,1,FEMALE,159480,5,8,QA Analyst,2,Married,5,Yes,53,11,1,1,7,3
7272,54,No,Travel Rarely,Network Administration,4,Degree,3,male,75552,3,8,HR,1,Married,2,No,15,11,5,8,9,4
7145,63,Yes,No Travel,Cyber Security,29,Graduation,2,male,124715,4,8,Technician,1,Married,10,No,90,20,2,6,3,2
586,28,No,Travel Frequently,Software Development,19,Graduation,5,male,100730,3,1,QA Analyst,4,Single,5,Yes,9,5,3,0,3,3
3456,23,No,No Travel,Data Science,8,Below College,4,FEMALE,112004,1,6,Consultant,4,Single,5,No,97,6,2,4,0,5
123,44,No,Travel Frequently,IT Services,13,Degree,4,FEMALE,131514,2,2,Help Desk,1,Married,7,No,34,7,5,4,3,5
9061,28,No,Travel Rarely,Network Administration,22,PhD,5,FEMALE,143605,3,7,Business Analyst,5,Single,2,No,38,1,4,2,7,4
1690,28,No,No Travel,Network Administration,31,Degree,5,MALE,138427,3,3,Business Analyst,5,Single,2,Yes,100,7,2,10,1,8
1567,51,No,Travel Rarely,IT Services,3,Master's,3,MALE,152355,5,3,Consultant,4,Married,10,No,53,1,1,5,7,0
5867,56,No,Travel Rarely,Data Science,4,Graduation,4,female,103389,5,8,IT,1,Divorced,2,No,36,20,1,8,1,0
5738,18,Yes,Travel Frequently,Software Development,37,Master's,1,FEMALE,93806,4,4,Director,1,Married,10,Yes,60,1,4,1,9,1
5326,42,No,No Travel,Software Development,5,Graduation,4,male,140874,1,1,Support,2,Divorced,3,Yes,44,17,1,8,5,5
9482,27,Yes,Travel Frequently,Network Administration,7,PhD,4,female,,1,4,Director,2,Divorced,0,No,2,14,2,2,7,8
9010,61,No,Travel Rarely,IT Services,29,Graduation,3,MALE,196435,3,1,Technician,5,Married,7,No,15,4,3,3,2,1
6501,24,No,Travel Frequently,IT Services,42,Below College,2,FEMALE,151809,5,6,Manager,4,Divorced,1,No,21,3,3,1,10,4
1594,46,No,Travel Rarely,Cyber Security,10,Degree,2,FEMALE,175216,1,5,IT,1,Divorced,10,No,59,13,3,1,7,0
293,58,No,Travel Rarely,Cyber Security,8,Graduation,5,male,194846,4,6,Consultant,2,Single,0,No,10,0,,8,1,3
8092,27,No,No Travel,Data Science,46,Graduation,3,male,128217,3,7,Business Analyst,1,Single,5,No,40,19,5,9,10,1
9167,60,No,Travel Rarely,IT Services,43,Graduation,3,female,118993,5,8,Business Analyst,2,Divorced,0,No,91,17,5,0,3,3
4666,19,No,Travel Rarely,Software Development,9,Degree,4,male,208089,5,7,Director,4,Single,6,Yes,15,6,3,2,6,5
7059,31,No,Travel Frequently,Network Administration,6,Master's,2,MALE,198354,2,4,Developer,1,Single,5,No,35,16,4,1,7,7
7167,19,No,Travel Rarely,Software Development,37,Degree,3,male,112015,2,4,Technician,3,Divorced,6,No,62,15,5,5,5,6
1350,56,No,No Travel,IT Services,19,Graduation,5,MALE,173819,5,6,QA Analyst,1,Divorced,6,No,15,1,4,3,0,1
7830,25,No,No Travel,Software Development,10,Degree,5,FEMALE,74219,3,8,Technician,5,Single,9,No,89,20,3,1,1,2
9634,19,Yes,Travel Rarely,IT Services,7,Graduation,1,FEMALE,120097,1,4,Support,4,Divorced,1,Yes,100,1,,6,1,3
8020,40,No,Travel Rarely,Software Development,24,Graduation,2,MALE,183588,5,1,Technician,3,Single,8,Yes,55,6,5,0,5,5
9258,53,No,Travel Rarely,Cyber Security,41,Graduation,5,female,161787,4,7,Consultant,2,Single,3,No,36,9,1,10,1,0
5169,54,Yes,Travel Frequently,Data Science,15,Degree,3,female,80340,5,1,IT,1,Married,10,No,33,5,4,6,1,4
8982,26,No,Travel Rarely,Cyber Security,1,Master's,5,female,62127,5,4,Director,1,Divorced,0,No,75,12,5,7,5,2
5575,47,No,Travel Rarely,Cyber Security,10,Master's,5,male,153000,2,8,Support,4,Divorced,10,No,9,13,,8,5,5
5337,32,No,No Travel,Cyber Security,13,Master's,5,male,70406,4,4,Support,3,Divorced,9,Yes,77,19,4,2,8,6
9667,58,No,No Travel,Data Science,39,Degree,3,MALE,203879,3,3,Support,2,Single,10,No,53,20,5,9,4,2
5103,30,No,Travel Rarely,IT Services,15,Below College,3,MALE,100922,4,8,Help Desk,1,Single,8,No,20,19,1,9,9,5
1482,63,No,Travel Frequently,Network Administration,41,Graduation,4,female,153183,1,5,Support,4,Divorced,10,Yes,10,15,1,9,3,2
4772,49,No,Travel Frequently,Network Administration,22,Master's,4,female,108888,2,8,Director,5,Single,1,No,38,6,4,2,6,5
5041,49,No,Travel Rarely,Software Development,40,Degree,3,MALE,69067,4,5,HR,4,Single,0,Yes,91,16,5,4,8,2
7958,29,No,Travel Rarely,Network Administration,21,Degree,3,female,42525,5,7,QA Analyst,3,Single,2,No,67,20,4,9,8,7
395,42,No,Travel Frequently,Software Development,39,Graduation,3,female,183641,5,1,Director,4,Divorced,8,No,81,8,2,9,10,4
5327,19,No,Travel Rarely,IT Services,42,Master's,2,female,64972,2,4,Business Analyst,3,Single,9,No,12,14,3,6,3,7
7489,30,Yes,Travel Frequently,Data Science,21,Degree,4,male,38012,2,1,Technician,5,Single,0,Yes,24,9,2,8,10,7
5263,30,No,Travel Rarely,Software Development,13,PhD,4,female,61941,5,6,IT,5,Single,9,No,63,6,1,10,5,2
5618,56,No,Travel Rarely,Network Administration,3,Degree,4,FEMALE,156233,3,8,Developer,3,Married,0,No,81,20,5,0,1,0
4627,30,No,Travel Rarely,Software Development,32,Graduation,2,FEMALE,179815,1,5,Business Analyst,3,Single,10,No,94,8,3,2,7,8
114,51,No,Travel Rarely,Data Science,10,Degree,1,male,77759,3,8,Help Desk,2,Single,3,No,50,8,2,4,6,3
6177,19,No,Travel Frequently,Software Development,38,Graduation,1,MALE,162176,4,8,Business Analyst,5,Divorced,3,No,38,17,1,8,2,8
7072,38,No,Travel Rarely,Software Development,4,PhD,4,male,175182,3,7,Business Analyst,5,Divorced,0,Yes,18,19,5,2,5,0
5402,38,Yes,No Travel,Cyber Security,45,Degree,2,male,102498,4,5,Developer,3,Married,3,No,75,7,1,10,7,7
6632,41,No,Travel Rarely,Software Development,6,Graduation,5,MALE,127704,2,7,Consultant,5,Divorced,0,Yes,4,15,2,10,10,4
5736,60,Yes,Travel Rarely,Network Administration,24,Graduation,5,MALE,123093,3,3,Software Engineer,5,Divorced,4,No,26,1,5,1,9,7
3514,56,No,Travel Rarely,Cyber Security,23,Graduation,3,male,154434,1,6,Business Analyst,3,Divorced,5,No,37,3,3,2,9,4
1339,19,No,Travel Rarely,Data Science,42,Degree,5,female,151675,2,1,Consultant,3,Married,6,Yes,12,8,,9,0,7
7685,31,Yes,No Travel,Data Science,20,Master's,2,MALE,198587,1,8,Manager,2,Married,8,No,1,0,2,6,4,5
7625,31,No,No Travel,Software Development,36,Below College,5,MALE,157031,1,6,Developer,5,Married,9,No,91,0,1,7,8,0
3793,33,No,Travel Frequently,Software Development,21,Graduation,3,female,195302,5,2,IT,4,Married,0,Yes,11,1,2,10,2,6
4924,34,No,Travel Rarely,Data Science,1,Master's,3,female,120030,4,1,Director,3,Divorced,0,No,38,19,3,4,5,8
9386,53,No,Travel Rarely,IT Services,15,Graduation,3,FEMALE,178342,3,6,IT,,Married,0,Yes,84,4,5,6,6,8
6731,45,No,Travel Rarely,Data Science,31,Below College,3,MALE,32789,5,3,Manager,1,Divorced,10,No,52,11,4,3,0,8
5765,28,Yes,Travel Rarely,Data Science,49,Master's,2,MALE,185466,5,8,Director,2,Single,3,No,30,3,1,5,6,1
2177,42,No,No Travel,Software Development,28,Master's,4,FEMALE,64377,5,7,Software Engineer,2,Single,1,No,73,17,5,0,0,6
9960,29,Yes,No Travel,IT Services,43,Degree,4,MALE,97653,2,7,Developer,2,Divorced,4,Yes,84,1,2,8,7,8
9785,38,Yes,Travel Rarely,Data Science,2,Graduation,4,MALE,124662,4,5,Help Desk,3,Divorced,3,No,9,6,4,8,2,7
5706,51,No,Travel Rarely,Software Development,6,Master's,5,male,192000,5,5,Support,5,Single,6,No,51,16,1,4,8,1
6778,55,No,Travel Rarely,Cyber Security,17,Below College,2,MALE,44572,3,8,Developer,2,Married,3,No,76,14,4,10,6,5
6287,41,Yes,Travel Frequently,Network Administration,26,PhD,3,MALE,48561,4,7,Help Desk,1,Married,3,No,100,19,5,2,8,6
9005,45,No,Travel Rarely,IT Services,13,Graduation,2,FEMALE,139456,1,5,IT,1,Single,6,No,30,15,5,3,2,7
3869,49,No,Travel Frequently,Software Development,34,Below College,1,female,85135,2,5,Manager,2,Divorced,5,No,3,16,4,3,10,0
3445,41,No,Travel Rarely,Network Administration,21,Degree,2,MALE,120472,1,5,Director,1,Divorced,2,No,93,19,3,2,3,5
2214,44,Yes,Travel Rarely,IT Services,25,Degree,3,FEMALE,,3,4,Manager,4,Divorced,0,Yes,92,5,1,9,6,4
5232,57,Yes,Travel Rarely,Network Administration,45,Degree,1,female,141826,2,7,Support,2,Divorced,7,Yes,87,3,4,8,2,8
2061,43,Yes,Travel Frequently,IT Services,50,Master's,1,female,45373,2,5,QA Analyst,2,Married,9,No,13,15,3,0,6,7
8893,42,No,Travel Frequently,Data Science,18,Graduation,4,FEMALE,42511,2,4,Director,4,Divorced,0,No,90,1,5,0,5,5
2988,45,No,Travel Rarely,Software Development,1,Graduation,4,MALE,86846,2,6,Developer,3,Divorced,1,No,84,13,,5,6,3
5361,42,No,No Travel,Cyber Security,24,Graduation,5,MALE,132836,3,7,QA Analyst,2,Divorced,9,Yes,51,0,2,6,4,0
4802,29,No,Travel Rarely,Cyber Security,19,Graduation,4,male,126489,5,8,Manager,3,Divorced,3,No,40,11,3,6,0,7
7280,51,No,Travel Rarely,Network Administration,37,Graduation,2,MALE,40713,2,1,Technician,3,Single,5,No,45,9,3,9,7,2
2138,60,No,Travel Rarely,IT Services,35,Graduation,2,female,206172,1,8,QA Analyst,1,Married,0,No,53,15,5,10,5,4
9803,23,No,Travel Rarely,Software Development,26,Degree,5,MALE,135409,4,6,Consultant,2,Divorced,4,Yes,46,18,2,2,0,5
7929,63,No,Travel Rarely,Data Science,4,Below College,2,female,109304,1,7,QA Analyst,1,Single,4,No,16,7,3,6,0,7
